id,first_name,last_name,isEmpty
235,Willetta,Sibthorp,false
236,Tedda,Troman,true
237,Cathrin,Hyett,false
238,Gaston,Snasel,false
239,Shaughn,Tranmer,false
240,Florenza,Redmayne,false
241,Evangelina,Cerman,true
242,Kristyn,Campling,false
243,Meryl,Clac,false
244,Merv,Dominique,false
245,Elie,Fellow,false
246,Gregg,Lloyd-Williams,false
247,Catharina,Gontier,false
248,Sarah,Spacey,false
249,Filberto,Ickeringill,true
250,Athena,Ohm,false
251,Benn,Faivre,false
252,Herold,Jizhaki,true
253,Hendrik,Mobbs,false
254,Silva,Govinlock,false
255,Eolanda,Deerr,false
256,Bev,Axtens,false
257,Odelinda,Rickaby,false
258,Meggi,Bernolet,false
259,Frank,Mc Dermid,false
260,Amye,Swinfon,true
261,Carly,Wegner,true
262,Blondell,Connop,true
263,Lynette,Moylan,false
264,Brear,Salsbury,false
265,Leontine,Ely,false
266,Carmita,Cawker,true
267,Ezri,Cuerdall,true
268,Jennine,Gaukrodge,true
269,Parker,Palleske,false
270,Marnia,Blencoe,true
271,Milzie,Hawkings,true
272,Martainn,Sims,true
273,Jesus,Cardozo,false
274,Rosita,Phebey,false
275,Percival,Jelk,true
276,Christa,Swanson,true
277,Dynah,Polly,true
278,Edvard,Ivic,false
279,Gayelord,Barwise,false
280,Alastair,Milmith,true
281,Dahlia,Kennicott,true
282,Dana,Moehle,false
283,Ellerey,Halloran,true
284,Adham,Sindell,false
285,Dusty,Core,true
286,Conroy,Finding,true
287,Lon,Glackin,true
288,Tomasine,Applebee,false
289,Carolan,Nockles,false
290,Ursulina,Puddefoot,false
291,Samantha,McArley,false
292,Ariana,Foley,false
293,Yorker,Slevin,true
294,Candida,Loakes,false
295,Roosevelt,Blackah,true
296,Nadia,Senchenko,false
297,Goran,Guirardin,false
298,Hugues,Ruckhard,true
299,Vinita,Ogan,true
300,Shellie,Trower,true
301,Blanch,Ralphs,true
302,Ansel,Chesterton,true
303,Dahlia,Sarch,true
304,Adrien,Yarrall,false
305,Carmelle,Zoanetti,false
306,Cordula,Murdie,true
307,Isobel,Mickleborough,false
308,Nevil,Withrop,true
309,Mozelle,Ferrettini,false
310,Sherm,Augustin,false
311,Grethel,Attwill,false
312,Griz,Fullom,true
313,Barr,Bruni,false
314,Wilona,Muehle,false
315,Chucho,Skivington,false
316,Linnie,Watford,false
317,Guillermo,Picken,true
318,Kimberley,Runnicles,false
319,Kit,Haughin,true
320,Nollie,Chrismas,true
321,Ursola,Simonutti,false
322,Terrence,Estrella,false
323,Ellswerth,Ratke,true
324,Joaquin,Walsh,false
325,Whit,Clipsham,false
326,Sabrina,Conochie,false
327,Reynard,De Vaux,true
328,Maximilianus,Bleeze,true
329,Paula,D'Hooghe,true
330,Fan,Bowkett,false
331,Niles,Fowls,true
332,Clarance,Barrie,false
333,Isabella,Hanner,false
334,Mannie,Rallin,true
335,Sheilakathryn,Renfield,true
336,Lenore,Crace,false
337,Linda,Cregan,false
338,Cinderella,Tuohy,true
339,Alix,Gotch,false
340,Romeo,Corde,true
341,Thatcher,Verney,true
342,Anstice,Felderer,true
343,Chery,Scrogges,true
344,Benoite,Membry,true
345,Jordon,Stainton - Skinn,true
346,Wallas,Vanin,false
347,Montague,Round,false
348,Desdemona,Dyers,true
349,April,Monro,true
350,Ev,Screen,false
351,Daniela,Portlock,true
352,Valdemar,Seaborn,false
353,Ariel,MacCaughen,false
354,Blinny,Willowby,true
355,Klara,Shadfourth,true
356,Cheslie,O'Loughane,true
357,Selie,Bonds,true
358,Con,Lishmund,false
359,Malina,Adger,true
360,Ivett,Wanjek,false
361,Nikolaos,Deare,true
362,Gwendolyn,Razoux,false
363,Teressa,Daen,true
364,Donnie,Gladdis,false
365,Lorna,Hacquoil,false
366,Laurence,Howsan,true
367,Deny,Gallant,false
368,Andonis,Cowern,false
369,Dante,Busen,false
370,Guglielmo,Hirsch,false
371,Yovonnda,Danshin,false
372,Andee,Stansbie,false
373,Boy,Gowrie,false
374,Robbyn,Delgado,true
375,Trisha,Southby,true
376,Jacklin,Demsey,false
377,Monty,Macro,false
378,Dee dee,Matschoss,true
379,Benjie,Pawelczyk,false
380,Robbert,Como,false
381,Allen,Ferreo,true
382,Rudolfo,Rowlands,false
383,Raymund,Cavet,false
384,Phedra,Larkcum,false
385,Corty,Mingasson,false
386,Ricky,Heigho,true
387,Quincey,Ramelet,false
388,Roman,O' Connell,false
389,Gerhardine,Draco,false
390,Clemmie,Ellerby,true
391,Ali,Doley,true
392,Ruben,Olanda,false
393,Ginger,Hawken,false
394,Pauly,Sabate,true
395,Harper,Gunthorp,true
396,Dav,Mundow,false
397,Colin,Loidl,true
398,Any,Addis,true
399,Lauree,Worner,true
400,Sheilakathryn,Chidler,true
401,Shaylynn,Rennox,true
402,Chrotoem,McKiernan,true
403,Duncan,Dresche,false
404,Rochette,Beams,true
405,Fern,Koba,false
406,Pinchas,Swan,true
407,Donielle,Dodworth,true
408,Dinny,Leechman,true
409,Selby,Sweeney,false
410,Morena,Cadogan,false
411,Hillary,Elphinstone,true
412,Gun,Mellonby,false
413,Suzette,Berkowitz,true
414,Ephraim,McWhan,true
415,Ursola,Petriello,true
416,Elisha,Gantlett,false
417,Karina,Lavington,true
418,Brodie,Guidera,true
419,Randie,Malshinger,false
420,Ayn,Butner,true
421,Othilia,Meryett,false
422,Cassaundra,Talloe,false
423,Jeniece,Wagstaff,false
424,Baryram,Dalgety,false
425,Kennett,Maillard,false
426,Mick,Meni,false
427,Eugenie,Heale,true
428,Rosalind,Merdew,false
429,Nerta,Colhoun,false
430,Hammad,Brumwell,false
431,Lenee,Burnip,true
432,Wendye,Igounet,true
433,Jared,Maldin,false
434,Robinson,Jinkin,false
435,Janaye,Novacek,true
436,Sydney,Hoogendorp,false
437,Alameda,Fawcitt,false
438,Tedda,Carman,true
439,Barr,Tait,false
440,Dedra,Jovic,true
441,Lauralee,Asplin,true
442,Ginni,Feast,false
443,Issy,Bumphrey,true
444,Darell,Bienvenu,true
445,Mindy,Leatt,true
446,Isaiah,Cristofolo,false
447,Eliza,Koppeck,true
448,Daloris,McGuggy,true
449,Katya,Howsley,true
450,Skipton,Kincey,true
451,Fan,Flacknoe,true
452,Feodora,Maine,true
453,Maurizia,Janse,true
454,Lula,Jerrim,true
455,Wilmar,Lowater,true
456,Rutger,Giamuzzo,false
457,Gigi,Ferrarone,true
458,Bathsheba,Shill,false
459,Daisy,Cassedy,true
460,Stacey,Littell,false
461,Rory,Doughartie,true
462,Etan,Schimaschke,true
463,Twyla,Lipman,true
464,Maggi,Dows,false
465,Joella,Phillp,false
466,Gav,Dickman,false
467,Rodrique,Peppin,true
468,Iosep,Earie,false
469,Sloan,Haly,true
470,Nonah,Donegan,false
471,Car,Yesinov,true
472,Cassondra,Hiskey,false
473,Kerwin,Glasper,true
474,Hillary,Gwilym,false
475,Clemmie,cornhill,false
476,Shanna,Escalera,false
477,Trix,Driffe,false
478,Petr,Parkisson,false
479,Florella,Landrick,true
480,Jillene,Vasilic,true
481,Ajay,Lingner,false
482,Any,Dimmack,true
483,Alecia,Palfrie,false
484,Hailey,Camplejohn,true
485,Maxwell,Heisler,false
486,Candra,Marns,true
487,Kendre,Nisuis,false
488,Daniella,Mibourne,true
489,Nickola,Thomann,true
490,Morris,Spoor,false
491,Tarra,Barnwell,false
492,Lusa,Fawke,false
493,Marlon,Rainville,false
494,Cherye,Mc Corley,true
495,Delinda,Buddle,false
496,Mose,Gaiter,true
497,Adrianna,Fritschmann,true
498,Mikel,Noon,true
499,Leanna,Ketteringham,false
500,Lorilyn,Duckham,true
501,Dulcine,Chese,false
502,Deanne,People,false
503,Dulcy,Purves,true
504,Shannah,Beevors,false
505,Hall,Hodgon,false
506,Robbi,Royston,false
507,Boot,Brehat,false
508,Ingar,Caroll,false
509,Sigfried,Cloutt,false
510,Bowie,O'Sheils,true
511,Vittorio,Hanne,false
512,Towney,Feldbau,false
513,Ulla,Gladstone,true
514,Nestor,Brandle,false
515,Leela,Carty,false
516,Malva,Bernhardt,false
517,Kalvin,Avrahm,true
518,Viviene,Manes,true
519,Julieta,Phare,false
520,Constantin,Buney,true
521,Alister,Petrolli,false
522,Brockie,Lysaght,false
523,Hugues,Bertl,true
524,Ermanno,Rangell,true
525,Eda,Wride,false
526,Felice,Spurrett,true
527,Corbet,Lile,true
528,Dru,Nemchinov,true
529,Jdavie,Mangeon,true
530,Brennen,O'Lunny,true
531,Harrietta,Pahler,false
532,Tonye,Fadell,true
533,Kalil,Wyndham,false
534,Langsdon,Neno,false
535,Bevon,Clemoes,false
536,Dilan,Maryan,true
537,Vannie,Stebbins,true
538,Putnem,Reglar,true
539,Franni,Twigge,false
540,Bryan,Russan,true
541,Stanleigh,Simmgen,false
542,Pren,Dykas,true
543,Marcelle,Macenzy,false
544,Huntlee,Levis,false
545,George,Lethbury,true
546,Prentiss,Routham,true
547,Brucie,Cornall,true
548,Steffen,Jillis,false
549,Kennan,Farden,true
550,Reggy,Gumbrell,false
551,Allayne,Mc Grath,true
552,Federico,Filgate,true
553,Ruthe,Quinane,false
554,Teirtza,Verbeek,true
555,Gallard,Pentercost,false
556,Dunc,Rawsthorne,true
557,Katherina,Liptrot,true
558,Engelbert,Corriea,true
559,Frederik,Noulton,false
560,Minna,Pigott,true
561,Malachi,Hallen,true
562,Inez,Standage,false
563,Kora,Queyos,true
564,Konstance,Clinch,true
565,Teresa,Meddings,false
566,Uta,Doubrava,false
567,Letitia,Basek,false
568,Nickie,Durning,false
569,Jamison,McGorman,false
570,Cami,Cecere,true
571,Wilie,Cove,true
572,Steven,Mulcock,false
573,Cash,Fettis,false
574,Zacharie,Colvine,false
575,Raeann,O'Shevlan,true
576,Torrin,Aspital,true
577,Laurella,Tonbye,true
578,Mandi,Rosenstock,true
579,Chelsae,Gurg,false
580,Cherilynn,Klein,true
581,Aigneis,Killingbeck,false
582,Bran,Clench,false
583,Rorie,Anney,true
584,Lita,Reiner,true
585,Iggy,McPeake,false
586,Nicholas,Gover,false
587,Kirsteni,Balden,true
588,Kincaid,Scini,false
589,Aubert,Webber,false
590,Lindsy,Korn,false
591,Melitta,Miere,true
592,Cornell,Simester,true
593,Harri,Appleby,false
594,Ebony,Wermerling,true
595,Ardene,Scarce,true
596,Muffin,Coakley,true
597,Eugenie,Powdrill,false
598,Mollie,Huggett,true
599,Kurtis,Abbis,false
600,Maryjane,La Grange,true
601,Jaclyn,Seamarke,false
602,Cassie,Jancik,true
603,Devondra,Habbema,true
604,Dilly,Bolitho,true
605,Melba,Raddon,true
606,Jillie,Vischi,false
607,Carlita,Elflain,true
608,Guthrey,Pickburn,false
609,Beniamino,Sandey,false
610,Gregory,Louthe,true
611,Tomi,Togwell,false
612,Amil,Gainsbury,true
613,Lonni,Legonidec,false
614,Eal,Meaders,true
615,Sal,Skace,false
616,Gaspard,Danter,false
617,Euphemia,Trotton,false
618,Henryetta,Hauxley,false
619,Gratiana,Bunce,true
620,Brodie,Cornforth,false
621,Andrus,Libby,true
622,Blondy,Lovejoy,false
623,Adolphe,Cooper,false
624,Wendall,O'Quin,true
625,Devin,Danilchik,false
626,Harley,Ryles,false
627,Robb,Elsy,false
628,Tirrell,Ryrie,true
629,Querida,Slay,false
630,Quent,Talkington,true
631,Alvina,Ricold,false
632,Oswald,Yexley,false
633,Pippy,Woolhouse,true
634,Francyne,Marishenko,true
635,Patty,Peddel,true
636,Rufus,Hamsher,false
637,Eddie,Monget,false
638,Peria,Gregg,false
639,Scarface,Harkness,false
640,Cordie,Roglieri,false
641,Hubert,Creasy,false
642,Wayland,Bettridge,false
643,Galina,Poland,false
644,Arte,Beed,false
645,Donna,Derrington,false
646,Kathie,Stepto,false
647,Suzanne,McKag,true
648,Annie,Boxill,true
649,Corina,Mancer,false
650,Alastair,Keaves,true
651,Kelsy,Sparway,false
652,Eldin,Pavlata,false
653,Lauri,Blaske,true
654,Glory,Cowup,true
655,Micky,Gillooly,true
656,Arri,Ratcliff,true
657,Robbie,Lusty,false
658,Ginger,Stoter,true
659,Aubree,Ablett,true
660,Kelcie,Bynold,false
661,Gillan,Ferrige,true
662,Cortie,Gainsboro,true
663,Packston,D'Alesco,false
664,Burlie,Ianelli,true
665,Noak,I'anson,true
666,Packston,Thyng,false
667,Kincaid,McKyrrelly,true
668,Gabi,Gradly,true
669,Arlyne,Cochran,false
670,Sena,Condict,false
671,Nanette,Meneyer,true
672,Jenna,Whittle,true
673,Vincent,Soares,true
674,Stephana,Paull,false
675,Dun,Todaro,false
676,Meade,Brisson,true
677,Nita,Caban,false
678,Angeline,Duferie,false
679,Dael,Richardes,true
680,Consolata,Abazi,false
681,Else,Poskitt,true
682,Annette,Stonehewer,false
683,Shelton,Heake,true
684,Esdras,Cain,false
685,Joelly,Pattison,false
686,Alisun,Goodbar,true
687,Marcella,Crenshaw,true
688,Ninon,Lindenberg,false
689,Tanney,Bass,false
690,Marnie,Kornousek,true
691,Stefano,Castleton,true
692,Rriocard,Parsonage,false
693,Kelcey,Wherton,true
694,Elvin,Cowpe,true
695,Stacee,Clapperton,true
696,Gerrard,Guilayn,true
697,Darby,Lippitt,true
698,Gypsy,Gillan,false
699,Adan,Fenby,true
700,Sylvan,Jerrand,true
701,Baxy,Pheasant,true
702,Jordain,Ericsson,true
703,Kalinda,Voak,false
704,Fan,Perchard,false
705,Othilia,Rossiter,true
706,Theo,McKag,false
707,Robinetta,Gherardelli,true
708,Shana,Suche,false
709,Nickola,Andryszczak,true
710,Osbourn,Antliff,true
711,Palm,Mattiussi,false
712,Winonah,Gorcke,false
713,Edgard,Culmer,true
714,Bradley,Laboune,false
715,Rogerio,Filipic,true
716,Chadd,Showl,false
717,Odey,Negro,false
718,Nicki,Garroway,false
719,Shayne,Gheeorghie,true
720,Mildred,Rothery,false
721,Leanora,Ledwidge,false
722,Antonin,Spearing,true
723,Irina,Griniov,true
724,Shepherd,Treuge,false
725,Dewain,Drabble,false
726,Rafe,Stanlack,false
727,Cory,Lehrahan,true
728,Ode,Armytage,false
729,Selena,Bouttell,true
730,Elston,Balaison,true
731,Viviana,O'Caherny,false
732,Kahlil,Lynock,true
733,Jedediah,Rickardes,false
734,Kin,Feechan,true
735,Andrei,Bothen,true
736,Gran,Dring,true
737,Eduard,Mortel,true
738,Stacey,Wakeling,false
739,Van,Evason,true
740,Aurore,Gegay,false
741,Jan,Canape,false
742,Ced,Clougher,true
743,Kellsie,Francecione,true
744,Martin,Chippindall,true
745,Binnie,Edgecombe,true
746,Eartha,Dahmel,false
747,Kippie,Batter,false
748,Phip,Sheber,false
749,Codi,Bowbrick,true
750,Hall,Rist,false
751,Manuel,Kimm,false
752,Tomasine,Ponter,false
753,Janos,Cottey,false
754,Gypsy,Halgarth,false
755,Elvin,Kordovani,true
756,Vassili,Haugeh,true
757,Christen,Barbey,false
758,Hamish,Yes,true
759,Jacenta,Jeaneau,true
760,Mimi,Annakin,true
761,Stavro,Geck,false
762,Stepha,Keble,false
763,Kimball,Getty,false
764,Christa,Esh,true
765,Korney,Nowak,false
766,Kingsly,Vasilkov,false
767,Kriste,Pendle,true
768,Patrica,Thairs,true
769,Ofella,Maypother,true
770,Rhona,Paxman,true
771,Carney,Rosone,false
772,Lian,Swansbury,true
773,Forest,Kendle,false
774,Deana,Harrinson,true
775,Druci,Fuzzens,false
776,Corri,Gurnett,true
777,Patrice,Wrotchford,false
778,Dick,Finlry,false
779,Margalo,Yankishin,false
780,Holt,Halse,false
781,Lorain,Lavin,false
782,Felipe,Franklin,false
783,Che,Sahnow,false
784,Ally,Orme,true
785,Dolores,Barkes,false
786,Veda,Secker,false
787,Cordi,Hubbocks,true
788,Benji,Gaskoin,false
789,Lothaire,Corck,false
790,Erich,Bartoszek,true
791,Palmer,Palphreyman,false
792,Tabb,Jorez,false
793,Rena,Buntin,false
794,Inge,Addey,true
795,Dulciana,Chazelas,false
796,Alister,Krauze,false
797,Joela,Tippings,false
798,Kira,Ruddin,false
799,Clarance,Belchamp,false
800,Sky,Clarage,false
801,Deane,Symmons,true
802,Garnette,Chetwin,false
803,Adele,Pimbley,false
804,Ulrick,Lahrs,true
805,Griffith,Newitt,true
806,Bab,McTrustam,true
807,Edith,Manginot,true
808,Laurella,Cackett,false
809,Ida,Rosenwald,true
810,Tammie,Thayre,true
811,Vina,Summerlie,false
812,Carlos,Sneyd,false
813,Margaretta,Gazzard,true
814,Cinderella,Guerrier,true
815,Ardys,Hallet,false
816,Waite,Rosendahl,true
817,Gunner,Wheadon,false
818,Alleyn,Semark,true
819,Dina,Komorowski,true
820,Panchito,Towndrow,false
821,Roderic,Landreth,true
822,Glenine,Slocumb,false
823,Glenden,Broggio,false
824,Maribeth,Quaintance,false
825,Cosimo,Matthewson,false
826,Guenevere,Deehan,true
827,Olva,Edmonston,false
828,Idette,Raspin,false
829,Dotti,Spinney,false
830,Saul,Jarret,false
831,Ellswerth,MacTrustrie,true
832,Goober,Pilling,false
833,Aurelea,Symonds,false
834,Yoshi,Jellico,true
835,Joceline,Sandwick,true
836,Jeannine,Endle,false
837,Wren,Kayes,true
838,Carma,Carus,false
839,Bentley,Hairs,true
840,Hanna,Heck,false
841,Carlita,Stoggles,false
842,Marlie,Retter,true
843,Aland,Scobbie,false
844,Camile,Holtum,true
845,Pooh,Sarver,true
846,Conrad,Witnall,false
847,Chaunce,McCormick,true
848,Adora,Fawks,false
849,Vernon,Williamson,false
850,Bastien,Tremblot,true
851,Agneta,Macbane,false
852,Pooh,Blaxland,true
853,Daisi,Balassa,true
854,Dominique,Swait,false
855,Dukey,Deme,true
856,Lyn,Gowanlock,false
857,Marijn,Gregory,false
858,Michal,Yakutin,true
859,Joice,Rowston,false
860,Kristoffer,Edden,true
861,Robinia,Buttress,false
862,Nissie,Shernock,true
863,Baron,Janda,false
864,Charmain,Cordery,false
865,Henryetta,Janway,true
866,Gallard,Lynthal,true
867,Jolee,Sailes,true
868,Leoine,Gate,false
869,Joan,MacVanamy,true
870,Blondy,Blodg,true
871,Ynes,Dominka,false
872,Devondra,Leupold,true
873,Marcel,Beedell,true
874,Eustace,Castro,false
875,Camila,Telega,true
876,Silvie,Glackin,false
877,Silvan,Heasly,true
878,Dov,Stainfield,true
879,Merrielle,Geely,false
880,Damien,Robertucci,true
881,Natalina,Aylmer,true
882,Hetty,Husband,true
883,Ines,Bergstrand,false
884,Roxana,Yesenin,true
885,Aindrea,Sleeman,false
886,Kirstin,Wanklin,false
887,Dell,Cudbird,false
888,Curt,Garahan,true
889,Aurie,Borzoni,false
890,Riobard,Elloy,false
891,Bren,Tennick,false
892,Peirce,Gutierrez,true
893,Heidi,Banaszczyk,false
894,Sadye,Druitt,false
895,Gilberte,Hinstock,true
896,Minny,Jumonet,false
897,Crissie,Westwater,false
898,Skye,Veel,false
899,Alisa,Folds,true
900,Genni,McPaik,false
901,Salomi,Fishly,false
902,Ileane,Wakeley,false
903,Audie,Wiffler,true
904,Leland,Ellice,false
905,Shanda,Szymonowicz,false
906,Jase,Fossitt,true
907,Glyn,Kemish,false
908,Belinda,Tollit,false
909,Marv,Tytherton,false
910,Alexander,Iacomini,true
911,Rae,Dot,false
912,Fianna,Renault,true
913,Nanci,Heppner,true
914,Rahel,Ovens,true
915,Carmen,Waller-Bridge,false
916,Eimile,Sword,false
917,Rhea,Holton,false
918,Anne-corinne,Lombard,true
919,Gordon,Whaplington,false
920,Louella,Dooland,false
921,Manuel,Birley,true
922,Heidi,Parcells,true
923,Friedrick,Parlott,false
924,Piper,Leed,false
925,Nealy,Clemits,false
926,Jimmie,Blazynski,false
927,Ches,Severy,true
928,Gaylord,Mansel,true
929,Matthieu,Bycraft,true
930,Marion,Pullman,false
931,Keir,Tanzig,false
932,Fabian,Maybury,false
933,Davine,Eadmeads,true
934,Rosalia,Lincoln,false
935,Mada,Imbrey,true
936,Damiano,Metrick,false
937,Buddy,Cameron,true
938,Palm,Kevlin,false
939,Heidie,Sneyd,false
940,Masha,Silverton,true
941,Corene,Dieton,true
942,Britt,Oen,true
943,Elli,Glanville,true
944,Sosanna,Janks,false
945,Marley,Sottell,true
946,Frederigo,Keenlyside,true
947,Ester,Danshin,true
948,Felicle,Waters,false
949,Arch,Lippo,true
950,Bartel,Hamstead,false
951,Margo,Reolfi,true
952,Bernelle,Pettendrich,true
953,Ody,Kelberman,true
954,Ashien,Orringe,true
955,Demetre,Colisbe,true
956,Arvy,Snaddon,false
957,Ruby,Monument,true
958,Cleveland,O' Lone,true
959,Brenn,Dyers,false
960,Idaline,Havelin,true
961,Augustus,Fellgatt,true
962,Llewellyn,Hallaways,false
963,Drona,Clemencet,false
964,Pammy,Kilcullen,false
965,Oliviero,Lupton,true
966,Joellen,Posselow,true
967,Norine,Troyes,false
968,Thadeus,MacCleay,false
969,Chantalle,Riply,false
970,Casi,Clarke,true
971,Tedie,Dyster,false
972,Lorrie,Guare,true
973,Svend,Ondrak,false
974,Ricki,Hinemoor,true
975,Kirsti,Thomason,true
976,Fanchon,Flintuff,true
977,Guenna,Scoines,false
978,Wheeler,Blinde,true
979,Gussy,Tasch,false
980,Milissent,Samter,true
981,Arlin,Blaw,false
